Property Title,Price,Location,Description
5 bedroom flat / apartment for sale,"220,000,000 ","Oniru, Victoria Island (VI), Lagos",For sale!four (4)bedroom maisonette for salelocation:oniru lagos .price:220millionfeatures:- all rooms ensuite-pop ceilings- fully fitted kitchen- cctv-swimming pool-roof terrace- serviced estate- walk-in shower- jacuzzi-1 boys quarterfor more enquiries contactruth:08036181613 08167612488[email protected]#realestate #realtor #realestate #lagos #nige...More detailsAdded on 01 Oct 2021
